Export des établissement correspondant à  la rubrique est  2510 ;;;;;;;;;;;;;;;;;;
BASE;NUMERO;NOM;NOM USUEL;ADR EXPL 1;ADR EXPL 2;COMMUNE EXPL;DEPARTEMENT EXPL;ADR ADM 1;ADR ADM 2;COMMUNE ADM;CP ADM;BUREAU EXPEDITEUR;REGIME;REGIME SEVESO;ETAT ACTIV.;SIRET;LAMBERT 2 X;LAMBERT 2 Y
60;100;DESHORS ET Fils SARL -SUSPENDU;DESHORS ET Fils SARL -SUSPENDU;LA GENTE;;ST SALVADOUR;19;;;ST SALVADOUR;19700;ST SALVADOUR;;NS - NON SEVESO;A l'arrêt;38271916900015;554882;2045066
100;2401;LAUMONIER & Fils;LAUMONIER & Fils;LA COUTURE;;ORVAL;18;;;ORVAL;18200;ORVAL;;NS - NON SEVESO;A l'arrêt;35249895000018;609989;2191748
61;667;DIOIS GRAVIER S.A.S. ;DIOIS GRAVIER S.A.S. ;L'ILE;;MONTMAUR EN DIOIS;26;Quartier du Plot;;DIE;26150;DIE;A;NS - NON SEVESO;En fonctionnement;330147182;842685;1968702
57;2517;RONCARI BTP ;RONCARI BTP Plichancourt les Margarines;"""Les Margarines""";;PLICHANCOURT;51;rue du Canal;;VITRY EN PERTHOIS;51300;VITRY EN PERTHOIS;;NS - NON SEVESO;Récolement fait;384190088;771400;2417688
63;100;CARRIERE ROBERT MARCEL;ROBERT MARCEL;LE GRAND HOUSSAIS;;QUILLY;44;CARRIERE ROBERT MARCEL;PETIT MORTIER;ST GILDAS DES BOIS;44530;ST GILDAS DES BOIS;;NS - NON SEVESO;Récolement fait;30532775100015;278457;2283509
61;1214;PRADELLE MARCEL ET JOSEPH;PRADELLE MARCEL ET JOSEPH;LES GRANDES RAZES;;MARCILLY LE CHATEL;42;LES GRANDES RAZES;;MARCILLY LE CHATEL;42130;MARCILLY LE CHATEL;;NS - NON SEVESO;A l'arrêt;886550060;731998;2078377
61;112;RIFFIER DRAGAGE S.A.;RIFFIER DRAGAGE S.A.;LA MOUILLE;;CORMORANCHE SUR SAONE;1;117 RUE CONCOURS;BP 97;FLACE LES MACON;71000;MACON;A;NS - NON SEVESO;En fonctionnement;685750226;791131;2142286
57;2286;ZEIMETT GRANULATS Vitry la ville + Chepp;ZEIMETT GRANULATS Vitry la ville + Chepp;"""La Grande Pâture""";;VITRY LA VILLE;51;12, rue Léopold Frison;BP 53;CHALONS EN CHAMPAGNE;51000;CHALONS EN CHAMPAGNE;;NS - NON SEVESO;Récolement fait;42119775700055;756675;2429285
72;2747;CESAR SAS - Torsac- La Gde Pièce;CESAR SAS - Torsac- La Gde Pièce;La Grande Pièce - La Pièce du Lac;;TORSAC;16;La terre des Landes - BP 21;;ST SULPICE DE MAREUIL;24340;ST SULPICE DE MAREUIL;;NS - NON SEVESO;Récolement fait;;434474;2064852
66;998;Languedoc Roussillon Matériaux ;L.R.M (Fontès);;Lieu-dit Le Péchet;FONTES;34;Espace Lunel Littoral;71, rue Clément Adler;LUNEL;34400;LUNEL;A;NS - NON SEVESO;En fonctionnement;384018438;685387;1837569
61;509;DROME AGREGATS;DROME AGREGATS;LA SINAS;;BARRET DE LIOURE;26;QUARTIER DU BEAL;;EYGALIERS;26170;EYGALIERS;A;NS - NON SEVESO;En fonctionnement;40390409700017;855356;1912848
100;3534;ENTR AMIOT;ENTR AMIOT;CARRIERES THORIGNY;;BACCON;45;;;BACCON;45130;BACCON;;NS - NON SEVESO;A l'arrêt;;545272;2318679
59;1761;TAULLE PIERRE;TAULLE PIERRE;La Boissière;;AUTREY LES GRAY;70;;;AUTREY LES GRAY;70100;AUTREY LES GRAY;;NS - NON SEVESO;A l'arrêt;430;837675;2281026
59;1795;DEMOULIN FEDY SAS;DEMOULIN FEDY (ex FEDY Frere (Cognières);"Lieu-dit ""La Combe Bassand""";;COGNIERES;70;"Lieu-dit ""Marloz""";7 Grande Rue;CIREY;70190;CIREY;A;NS - NON SEVESO;En fonctionnement;60282062300059;896516;2285351
61;968;ROSSI SA;ROSSI SA;SUR CUILLE & ROCHE;;PORCIEU AMBLAGNIEU;38;BP 4;;PORCIEU AMBLAGNIEU;38390;PORCIEU AMBLAGNIEU;A;NS - NON SEVESO;A l'arrêt;738200591;837466;2097660
68;3443;TERRES CUITES DU SAVES;TERRES CUITES DU SAVES (carrière);LD Le Couzin;;EMPEAUX;31;Le Couzin;;EMPEAUX;31470;EMPEAUX;A;NS - NON SEVESO;En fonctionnement;39016386300017;498872;1836958
64;9371;GIRARD;CARRIERE GIRARD LA COURONNE;"Lieu-dit ""Les Auffans""";Quartier La Couronne;MARTIGUES;13;Zone de Courtine;390 Rue du Grand Gigognan;AVIGNON;84000;AVIGNON;DC;NS - NON SEVESO;En fonctionnement;57262171200015;820396;1819606
72;1959;LONGUEPEE & DAVID SARL;LONGUEPEE & DAVID SARL;Terres de Champigny;;TRIZAY;17;Les Cordes;19 Rue de la Laiterie;MURON;17430;MURON;A;NS - NON SEVESO;En fonctionnement;41318850900017;350212;2102485
61;1806;MAIRIE DU GRAND BORNAND;MAIRIE DU GRAND BORNAND;LE CROT;;LE GRAND BORNAND;74;LE CROT;;LE GRAND BORNAND;74450;LE GRAND BORNAND;;NS - NON SEVESO;A l'arrêt;776580060;916998;2112877
100;2301;COLAS;COLAS;LE BOIS CALOT;;BRECY;18;;;BRECY;18220;BRECY;;NS - NON SEVESO;A l'arrêt;;621463;2236011
100;2604;MAURY JAMES;MAURY JAMES;HAMEAU DU PARC;;MAINTENON;28;;;MAINTENON;28130;MAINTENON;;NS - NON SEVESO;A l'arrêt;;544088;2399139
56;480;IMERYS CERAMICS FRANCE;IMERYS carrière de Beaulon;Les Pacauds;;BEAULON;3;154 rue de l'Université;;PARIS 07;75007;PARIS;A;NS - NON SEVESO;En fonctionnement;330033804;701865;2175064
100;2657;BERVIALLE SA;BERVIALLE SA;LA SABLIERE;;ST DENIS D AUTHOU;28;;;ST DENIS D AUTHOU;28480;ST DENIS D AUTHOU;;NS - NON SEVESO;A l'arrêt;;499806;2372700
66;2133;BOULARD Joel;CARRIERE BOULARD Joel LACHAMP;LA BECEDE;;LACHAMP;48;;;LACHAMP;48100;LACHAMP;A;NS - NON SEVESO;En fonctionnement;34525548300025;682396;1957541
70;354;Carrière de M. BOULARD  André;Carrière de M. BOULARD  André;LE FOND VALEMBERT;;QUOEUX HAUT MAINIL;62;;;QUOEUX HAUT MAINIL;62390;QUOEUX HAUT MAINIL;;NS - NON SEVESO;Récolement fait;39062961600017;583654;2589296
63;6346;GUILLOTEAU TP;CARRIERE GUILLOTEAU Grande Mine;La Grande Mine;;LA CHAPELLE ST SAUVEUR;44;;La Grande Mine;LA CHAPELLE ST SAUVEUR;44370;LA CHAPELLE ST SAUVEUR;A;NS - NON SEVESO;En fonctionnement;;349932;2276550
63;2030;CARRIERE GUINTOLI;GUINTOLI BEAUSOLEIL;BEAUSOLEIL;;QUILLY;44;;;QUILLY;44750;QUILLY;;NS - NON SEVESO;En construction;;276537;2282456
100;2353;COCHERY BOURDIN ET CHAUSSE;COCHERY BOURDIN ET CHAUSSE;LES MAYS;;FOECY;18;;;FOECY;18500;FOECY;;NS - NON SEVESO;A l'arrêt;;585113;2244049
55;3132;POMPEI SARL;POMPEI ;LA PLANCHETTE;;MAURON;56;;;CONCORET;56430;CONCORET;A;NS - NON SEVESO;En fonctionnement;30256660900012;254564;2351515
58;245;POTEL St Honoré;POTEL St Honoré C3;;;ST HONORE;76;587, Rue Ch. D'Ambray;BP Nª 6;ST HONORE;76590;ST HONORE;A;NS - NON SEVESO;En fonctionnement;31532704900013;514917;2532552
62;3834;MAZAUD GEORGES;MAZAUD GEORGES;DVT ST LAMBERT;;STENAY;55;;;STENAY;55700;STENAY;;NS - NON SEVESO;A l'arrêt;845771765;807560;2503627
65;9298;VINCI CONSTRUCTION TERRASSEMENT;zz_VINCI - DESCHIRON St Mesmes;"lieu dit ""la garenne blettée""";77427002;ST MESMES;77;61 avenue Jules Quentin;;NANTERRE;92730;NANTERRE CEDEX;;NS - NON SEVESO;Récolement fait;54201127500030;625547;2442747
62;4194;BIANCHETTI LOUIS (le Poiry);BIANCHETTI LOUIS (le Poiry);;;VAGNEY;88;NOL VAGNEY;;BASSE SUR LE RUPT;88120;BASSE SUR LE RUPT;NC;NS - NON SEVESO;A l'arrêt;306350430;927344;2344065
54;350;SURCHISTE;SURCHISTE;FOND JUDAS;;CHAMPVERT;58;;;CHAMPVERT;58300;CHAMPVERT;;NS - NON SEVESO;Récolement fait;366200442;689606;2205300
62;4108;BONGARZONE Marey;BONGARZONE Marey;Les Plantes-Champs Tournants;;MAREY;88;15 RUE DU MIDI;;;;;A;NS - NON SEVESO;En fonctionnement;61385007200018;865940;2351000
68;2907;SGC;SGC (Jegun);Lieu dit Campech;;BUZET SUR BAISE;47;Lieu dit Campech;;BUZET SUR BAISE;47160;BUZET SUR BAISE;A;NS - NON SEVESO;En fonctionnement;39662013000049;450121;1864906
61;1960;DERISOUD RAYMOND;DERISOUD RAYMOND;LES VORZIERS;;VANZY;74;LES VORZIERS;;VANZY;74270;VANZY;;NS - NON SEVESO;A l'arrêt;301686101;874398;2122177
57;3344;BOULOGNE (Brousseval & Magneux);BOULOGNE (Brousseval & Magneux);"""La Clavière"" ""le Milanet""";;MAGNEUX;52;24 route de Moeslain;;ST DIZIER;52100;ST DIZIER;A;NS - NON SEVESO;En fonctionnement;51708019800016;796605;2392526
59;1713;FAMY SAS (Presilly);FAMY SAS (Presilly);SUR PESSE;;PRESILLY;39;;;VOUVRAY;1200;CHATILLON EN MICHAILLE;A;NS - NON SEVESO;En fonctionnement;764200218;850083;2177658
61;967;GUINET DERRIAZ SA;GUINET DERRIAZ SA;CUILLE;;PORCIEU AMBLAGNIEU;38;CUILLE;;PORCIEU AMBLAGNIEU;38390;PORCIEU AMBLAGNIEU;;NS - NON SEVESO;A l'arrêt;305080731;838098;2097077
70;98;S.N.C.F - Seclin;S.N.C.F - Seclin;;;SECLIN;59;;;SECLIN;59113;SECLIN;;NS - NON SEVESO;Récolement fait;552049447;649859;2620182
70;4;TERCHARNOR SA.;TERCHARNOR SA.;T125  STE MARIE EST;;AUBERCHICOURT;59;;;AUBERCHICOURT;59165;AUBERCHICOURT;;NS - NON SEVESO;Récolement fait;32976906100055;664226;2594686
61;264;TUIL. DES CARRONIERES;TUIL. DES CARRONIERES;LES BLONDETTES;;PRIAY;1;LES BLONDETTES;;PRIAY;1160;PRIAY;;NS - NON SEVESO;A l'arrêt;764201281;828398;2115777
63;1595;GSM ;GSM - Juvardeil;Les petites landes - La Ganerie;Les journaux - Beaulieu;JUVARDEIL;49;3 rue du Charron;CS 90412;ST HERBLAIN;44800;ST HERBLAIN;A;NS - NON SEVESO;En fonctionnement;57216565201336;388062;2297390
56;926;ROBERT SAS;ROBERT SAS ST Laurent Ch;PECHEY ET ROUSSETS;;ST LAURENT CHABREUGES;43;Avenue Léon Blum;;BRIOUDE;43100;BRIOUDE;A;NS - NON SEVESO;En fonctionnement;32882518700011;680227;2031297
61;863;SYND INTER BASSIN BIEVRES LIER;SYND INTER BASSIN BIEVRES LIER;LES BLACHES;;COMMELLE;38;LES BLACHES;;COMMELLE;38260;COMMELLE;;NS - NON SEVESO;Récolement fait;2245;826097;2051598
61;520;GILLES MAURICE;GILLES MAURICE;ANDRAN;;BONLIEU SUR ROUBION;26;ANDRAN;;BONLIEU SUR ROUBION;26160;BONLIEU SUR ROUBION;;NS - NON SEVESO;A l'arrêt;662971621;802035;1958027
61;972;TECHNICAL;TECHNICAL;COMBEAU;;PORCIEU AMBLAGNIEU;38;Les Brosses;;PARMILIEU;38390;PARMILIEU;A;NS - NON SEVESO;En fonctionnement;390070878;837228;2097188
61;1460;SNCF;SNCF;TERRE BOURDIN;;RILLIEUX LA PAPE;69;TERRE BOURDIN;;RILLIEUX LA PAPE;69140;RILLIEUX LA PAPE;;NS - NON SEVESO;A l'arrêt;424;798998;2094377
100;2366;LAUMONIER & Fils;LAUMONIER & Fils;LES ROCHES;;MARCAIS;18;;;MARCAIS;18170;MARCAIS;;NS - NON SEVESO;A l'arrêt;;602928;2190910
72;1865;STAVA sarl;STAVA sarl;La Crosse;;PRIN DEYRANCON;79;Z.I.;;PRIN DEYRANCON;79210;PRIN DEYRANCON;;NS - NON SEVESO;Récolement fait;31878898100013;370430;2139950
65;77;GSM secteur IdF Est ;zz-GSM Bazoches Site B;LA NOSMOTTE - Site B;77025002;BAZOCHES LES BRAY;77;49 BIS AVENUE FRANKLIN ROOSEVELT;77025002;BAZOCHES LES BRAY;77118;BAZOCHES LES BRAY;;NS - NON SEVESO;A l'arrêt;57216565200213;663818;2380358
61;1794;SARL DESCOMBES PERE ET FILS;SARL DESCOMBES PERE ET FILS;LES GRANDES ILES;;ETREMBIERES;74;LES GRANDES ILES;;PAS DE L ECHELLE;74100;ETREMBIERES;;NS - NON SEVESO;A l'arrêt;347811267;900098;2138077
61;1563;GRA Gilly;GRA (Gilly sur Isère);Guillères blanches et ;Petits lots de Gilly;GILLY SUR ISERE;73;GUILLERES BLANCHES;;GILLY SUR ISERE;73200;GILLY SUR ISERE;A;NS - NON SEVESO;En fonctionnement;746120245;913985;2080565
72;1623;FACO  SA;FACO  SA;Les Groges, Les Pièces du Querroux;;SILLARS;86;Carrière de Pareds;;LA JAUDONNIERE;85110;LA JAUDONNIERE;A;NS - NON SEVESO;En fonctionnement;55214107900012;480098;2160264
73;496;M. Franceschi;Extraction Franceschi (illégale);section 0A;parcelle N°120;UCCIANI;2A;section 0A;parcelle N°120;UCCIANI;20133;UCCIANI;;NS - NON SEVESO;A l'arrêt;;1150770;1694841
51;3464;LANCHERES (ASSOC FONC DE REM DE);LANCHERES (ASSOC FONC DE REM DE);CHEMIN DE VANDRICOURT;;LANCHERES;80;;;LANCHERES;80230;LANCHERES;NC;NS - NON SEVESO;A l'arrêt;1622;543793;2573314
57;2346;HOLCIM Granulats - NOIDANT LE ROCHEUX;HOLCIM Granulats - NOIDANT LE ROCHEUX;"""Charme Ronde"" et ""Bellevue""";;NOIDANT LE ROCHEUX;52;C.D. n°286;;NOIDANT LE ROCHEUX;52200;NOIDANT LE ROCHEUX;A;NS - NON SEVESO;En fonctionnement;42131414700012;818211;2316432
61;795;CHEVALLIER MARC;CHEVALLIER MARC;PALUETTES;;AOSTE;38;PALUETTES;;AOSTE;38490;AOSTE;;NS - NON SEVESO;A l'arrêt;563610609;855098;2070677
221;251;SOTRAPA;SOTRAPA;lieu-dit Monroc;;PORT LOUIS;971;Beauplan;;PORT LOUIS;97117;PORT LOUIS;;NS - NON SEVESO;Récolement fait;32486465100017;0;0
62;3956;SABLIERES STE MARIE MANOM;SABLIERES STE MARIE MANOM;;;MANOM;57;;;MANOM;57100;MANOM;;NS - NON SEVESO;A l'arrêt;785780537;879232;2493939
100;3259;SCAO & SOCASO;SCAO & SOCASO;MIRAILLON ET LAFARGE;;CHAUMONT SUR THARONNE;41;MIRAILLON ET LAFARGE;;CHAUMONT SUR THARONNE;41600;CHAUMONT SUR THARONNE;;NS - NON SEVESO;A l'arrêt;;570370;2292954
59;1499;ISABEY MICHEL TP (Bugny);ISABEY MICHEL TP (Bugny);La Carrière;;BUGNY;25;;;VILLE DU PONT;25650;VILLE DU PONT;;NS - NON SEVESO;A l'arrêt;632810768;905495;2229511
72;1813;ARNAUD eurl;ARNAUD eurl;Le Patis de l'Ageas;;AIRVAULT;79;L'HOPITEAU;;BOUSSAIS;79600;BOUSSAIS;;NS - NON SEVESO;Récolement fait;35026247300019;405036;2206658
67;274;SAVONITTO Kingersheim  ;SAVONITTO Kingersheim  ;carrière de Kingersheim;;KINGERSHEIM;68;;8 rue du ban;KINGERSHEIM;68260;KINGERSHEIM;A;NS - NON SEVESO;Récolement fait;945850055;973185;2321681
65;11676;WIENERBERGER;WIENERBERGER CAR  Ang.-Val St Germai;Carrière d'Angervilliers-Val St Germain;91017004;ANGERVILLIERS;91;;;ANGERVILLIERS;91470;ANGERVILLIERS;A;NS - NON SEVESO;En fonctionnement;548500982;579631;2399475
61;1151;RICHARD LOUIS ENTR;RICHARD LOUIS ENTR;LA MURE;;CALOIRE;42;LA MURE;;CALOIRE;42240;CALOIRE;;NS - NON SEVESO;A l'arrêt;554404632;749000;2048291
62;3605;ETIENNE FRERES;ETIENNE FRERES (507);Chabalaison;;AUBREVILLE;55;Hameau de Landreville;;BAYONVILLE;8240;BAYONVILLE;A;NS - NON SEVESO;En fonctionnement;30068733200019;801600;2465000
61;1772;COHENDET FRANCOIS;COHENDET FRANCOIS;PERRIERES DES CLAIR;;DINGY ST CLAIR;74;PERRIERES DES CLAIR;;DINGY ST CLAIR;74230;DINGY ST CLAIR;A;NS - NON SEVESO;A l'arrêt;301463790;900164;2108570
100;2851;CARRIERES DE CLION;CARRIERES DE CLION;LES GROGES;;RUFFEC;36;;;RUFFEC;36300;RUFFEC;;NS - NON SEVESO;A l'arrêt;;510900;2181800
70;195;CIMENTS FRANCAIS;CIMENTS FRANCAIS;MT PELE LE COURTEAU;;DESVRES;62;;;DESVRES;62240;DESVRES;;NS - NON SEVESO;A l'arrêt;599800885;645426;2622187
59;1908;VALLI Roland;VALLI Roland ;CHAMPS DE LA BELLE;;BAVILLIERS;90;;;BAVILLIERS;90800;BAVILLIERS;NC;NS - NON SEVESO;A l'arrêt;48493033400012;937696;2301785
63;4140;CARRIERE COUERON JEAN;COUERON JEAN QUILLY;les buttes de vivaives;;QUILLY;44;;;QUILLY;44750;QUILLY;;NS - NON SEVESO;Récolement fait;;276537;2282456
100;2669;SOC CHIMIQUE DE LA ROUTE;SOC CHIMIQUE DE LA ROUTE;MOULIN DE VARONNEAU;;ST LUPERCE;28;;;ST LUPERCE;28190;ST LUPERCE;;NS - NON SEVESO;A l'arrêt;;524987;2382660
100;3455;ENTREPRISE JEAN LEFEBVRE;ENTREPRISE JEAN LEFEBVRE;LES VARENNES;;SASSAY;41;;;SASSAY;41700;SASSAY;;NS - NON SEVESO;A l'arrêt;;533186;2267786
100;2672;GENET- RASORI  ;GENET- RASORI  ;La Grande Fosse   (1);;ST LUPERCE;28;;;ST LUPERCE;28190;ST LUPERCE;;NS - NON SEVESO;A l'arrêt;34174301100015;524500;2382400
61;1807;MAIRIE DU GRAND BORNAND;MAIRIE DU GRAND BORNAND;PLATTUY LORMAY;;LE GRAND BORNAND;74;;;LE GRAND BORNAND;74450;LE GRAND BORNAND;;NS - NON SEVESO;Récolement fait;776580060;924319;2114229
58;263;LEPRON Sotteville s/Mer;LEPRON Sotteville s/Mer;;;SOTTEVILLE SUR MER;76;;;SOTTEVILLE SUR MER;76740;SOTTEVILLE SUR MER;;NS - NON SEVESO;A l'arrêt;605670223;491500;2543800
59;1745;POFILET SA (Aillevans Roche);POFILET SA (Aillevans Roche);Sur la Roche;;AILLEVANS;70;;;AILLEVANS;70110;AILLEVANS;;NS - NON SEVESO;A l'arrêt;318070935;906759;2295778
61;845;SEVILLA;SEVILLA;CHEVALLIERE;;CHANTESSE;38;CHEVALLIERE;;CHANTESSE;38470;CHANTESSE;;NS - NON SEVESO;A l'arrêt;70501473;843932;2031927
61;716;VALORSOL SARL;VALORSOL SARL;COMBE JAILLET;;ROUSSAS;26;COMBE JAILLET;;ROUSSAS;26230;ROUSSAS;;NS - NON SEVESO;A l'arrêt;379287170;796357;1939805
100;3710;STE CARRIERES DE BRAY-EN-VAL;STE CARRIERES DE BRAY-EN-VAL;LIT DE LOIRE RD;;ST BENOIT SUR LOIRE;45;;;ST BENOIT SUR LOIRE;45730;ST BENOIT SUR LOIRE;;NS - NON SEVESO;A l'arrêt;;597763;2312330
54;718;ROCAMAT;ROCAMAT;LA LARRY HAUT;;CHASSIGNELLES;89;58, QUAI DE LA MARINE;;L ILE ST DENIS;93450;L ILE ST DENIS;A;NS - NON SEVESO;En fonctionnement;572086577;739480;2307181
66;965;FRANCES Frères;FRANCES Frères (Cessenon);"Lieu-dit ""Le Frigoulet""";;CESSENON SUR ORB;34;Cébazan;;ST CHINIAN;34360;ST CHINIAN;;NS - NON SEVESO;A l'arrêt;71292146900029;657439;1828132
100;3502;COCHONNEAU ANDRE;COCHONNEAU ANDRE;LES GUINDRES;;TREHET;41;;;TREHET;41800;TREHET;;NS - NON SEVESO;A l'arrêt;31948804500018;471643;2305300
62;234;DERREY;DERREY;;;HAUSSONVILLE;54;BP 2;;ETIVAL CLAIREFONTAINE;88480;ETIVAL CLAIREFONTAINE;;NS - NON SEVESO;Récolement fait;50568043900070;891510;2398400
222;83;Carrières GOUYER;Carrières GOUYER;Lieu dit Coulée Rivière Blanche;;ST PIERRE;972;LA GALERE;;ST PIERRE;97250;ST PIERRE;;NS - NON SEVESO;A l'arrêt;38296119100014;0;0
66;2115;CARRIERE SACER SUD-EST (ex PRUNIERES);CARRIERE SACER SUD-EST - LANGOGNE;Truc de Bonjour;;LANGOGNE;48;SACER SUD-EST;MANCILLON, Chef de secteur;AUMONT AUBRAC;48130;AUMONT AUBRAC;A;NS - NON SEVESO;En fonctionnement;389566019;720385;1970626
100;3540;AMIOT;AMIOT;VALLEE DE THORIGNY;;BACCON;45;;;BACCON;45130;BACCON;;NS - NON SEVESO;A l'arrêt;;545272;2318679
63;2811;Terres cuites des Rairies  ex-MONTRIEUX ;Terres cuites des Rairies  ex-MONTRIEUX ;LE GENETAY;;LA FLECHE;72;LES RAIRIES;Route de Fougeré;DURTAL;49430;DURTAL;A;NS - NON SEVESO;En fonctionnement;66668011100026;415918;2300028
70;82;COTRAV;COTRAV;T200 FOSSE 2 de CRESPIN;;QUIEVRECHAIN;59;;;BLANC MISSERON;59920;QUIEVRECHAIN;;NS - NON SEVESO;Récolement fait;328187471;694096;2600335
65;11380;A2C GRANULAT;A2C GRANULAT noyen;;77341002;NOYEN SUR SEINE;77;;;NOYEN SUR SEINE;77114;NOYEN SUR SEINE;A;NS - NON SEVESO;En fonctionnement;34648011400039;674835;2384339
100;3521;LAFARGE GRANULATS;LAFARGE GRANULATS;Les Grands Réages - Vallée de la Mouise;Carrière de l'Espérance;VILLERMAIN;41;"Lieu-dit ""L'Espérance""";;VILLERMAIN;41240;VILLERMAIN;A;NS - NON SEVESO;En fonctionnement;56211088200015;543784;2319679
100;3708;STE CARRIERES DE BRAY-EN-VAL;STE CARRIERES DE BRAY-EN-VAL;LA REGNELLERIE;;ST BENOIT SUR LOIRE;45;;;ST BENOIT SUR LOIRE;45730;ST BENOIT SUR LOIRE;;NS - NON SEVESO;A l'arrêt;;597763;2312330
100;2525;CALCAIRES DE BEAUCE;CALCAIRES DE BEAUCE;Les Carrières;;BEAUVILLIERS;28;CD 17;;BEAUVILLIERS;28150;BEAUVILLIERS;;NS - NON SEVESO;A l'arrêt;32601597100012;549661;2366650
72;6500;Société des Carrières de la Gripperie;Société des Carrières de la Gripperie;La Grande Pièce;;LA GRIPPERIE ST SYMPHORIEN;17;La Grande Pièces;;LA GRIPPERIE ST SYMPHORIEN;17620;LA GRIPPERIE ST SYMPHORIEN;A;NS - NON SEVESO;En construction;;343878;2094580
51;3428;FORCEVILLE (Mairie de);FORCEVILLE (Mairie de);VALLEE MARROY;;FORCEVILLE;80;;;FORCEVILLE;80560;FORCEVILLE EN AMIENOIS;;NS - NON SEVESO;A l'arrêt;780637237;615948;2562875
61;441;M. BUFFAT RENE;M. BUFFAT RENE;LA MALADIERE;;ST JEAN DE MUZOLS;7;LA MALADIERE;;ST JEAN DE MUZOLS;7300;ST JEAN DE MUZOLS;;NS - NON SEVESO;A l'arrêt;776276081;795153;2012244
72;6743;IMERYS CERAMICS FRANCE - Dirac;IMERYS CERAMICS FRANCE - Dirac ;Les Grands Bois;Les Sablières, Bois Noir, Bois Madame;DIRAC;16;LA TERRE DES LANDES;Site de César;ST SULPICE DE MAREUIL;24340;ST SULPICE DE MAREUIL;A;NS - NON SEVESO;En fonctionnement;34871102900028;435015;2069921
61;965;DE HAESE SA;DE HAESE SA;LARGENAY;;PORCIEU AMBLAGNIEU;38;BP1;;PORCIEU AMBLAGNIEU;38390;PORCIEU AMBLAGNIEU;;NS - NON SEVESO;Récolement fait;390070878;838618;2097170
221;83;SOFAGRADE SARL;SOFAGRADE SARL;Carrière de Auvent Désirade;Chez M. Villeneuve Guy au Bourg;LA DESIRADE;971;Carrière de Auvent Désirade;;LA DESIRADE;97127;LA DESIRADE;A;NS - NON SEVESO;En fonctionnement;35360300400014;712580;1807500
57;914;SOCOGETRA TP;SOCOGETRA TP;LE PRE LE LOUP;;VITRY LA VILLE;51;;;VOUCIENNES;51240;VITRY LA VILLE;;NS - NON SEVESO;Récolement fait;333823193;755907;2429200
59;1748;MAILLARD SAS;MAILLARD SAS (Amont et Effreney);"Lieu-dit ""Roches du Saut""";;AMONT ET EFFRENEY;70;Rue des Vignes;;MONTDORE;70210;MONTDORE;A;NS - NON SEVESO;En fonctionnement;3534566920014;916506;2327391
100;3644;SABLIERES VANDRUNEN;SABLIERES VANDRUNEN;BOIRES DE LA MOTHE;;JARGEAU;45;;;JARGEAU;45150;JARGEAU;;NS - NON SEVESO;A l'arrêt;;584626;2318270
61;969;GUINET DERRIAZ SA;GUINET DERRIAZ SA;PRE AUX DAMES;;PORCIEU AMBLAGNIEU;38;PRE AUX DAMES;;PORCIEU AMBLAGNIEU;38390;PORCIEU AMBLAGNIEU;;NS - NON SEVESO;A l'arrêt;305080731;838098;2097077
54;263;HOLCIM Granulats Rouvres;HOLCIM Granulats Rouvres;LES HERBUES;;ROUVRES EN PLAINE;21;9, rue Paul Langevin;;CHENOVE;21300;CHENOVE;A;NS - NON SEVESO;En fonctionnement;864;813850;2252503
63;1646;CARRIERE IMERYS TC (RIVEREAU);IMERYS VALLET;LE MOULIN BONDU;;VALLET;44;LE MOULIN BONDU;;VALLET;44330;VALLET;A;NS - NON SEVESO;En fonctionnement;340353507;329465;2251730
51;5549;Ferme du TRONQOUY;DEGRAEVE Patrick Ferme du TRONQOUY;"""Les Plantes""";Parcelle ZH n° 29;LE FRESTOY VAUX;60;Hameau du Tronqouy;Parcelle ZH n° 29;LE FRESTOY VAUX;60420;LE FRESTOY VAUX;D;NS - NON SEVESO;En fonctionnement;32775493300015;619430;2510837
53;1337;CARRIERES DU FUT;CARRIERES DU FUT;Le Fût;;CAMETOURS;50;;;CAMETOURS;50570;CAMETOURS;A;NS - NON SEVESO;En fonctionnement;32655563800013;333878;2459539
61;540;LAFARGE GRANULATS SUD;LAFARGE GRANULATS SUD Château9 Fromentie;FROMENTIERES;;CHATEAUNEUF SUR ISERE;26;quartier Le Pontet;;MONDRAGON;84430;MONDRAGON;;NS - NON SEVESO;Récolement fait;331915496;803869;2004576
58;196;LECANU LimpivilleC3;LECANU LimpivilleC3;Lieu-dit Val à Loup;;LIMPIVILLE;76; ZI de la forge, route des thuyas;;ST SAUVEUR D EMALLEVILLE;76110;ST SAUVEUR D EMALLEVILLE;A;NS - NON SEVESO;En fonctionnement;346042492;467614;2522303
70;384;LEGROS ROBERT;LEGROS ROBERT;LA MARNIERE;;SAUDEMONT;62;;;SAUDEMONT;62860;SAUDEMONT;;NS - NON SEVESO;A l'arrêt;327724001;649790;2582681
61;7035;DELMONICO DOREL;DELMONICO DOREL Borée;Les Plaines;;BOREE;7;Les Plaines;;BOREE;7310;BOREE;A;NS - NON SEVESO;En fonctionnement;48318201000015;750266;1989301
65;3484;MRF Agence MEL;PARIDU LETOURNEUR;LA BUTTE DE SAINTE ANNE;78537001;ST ARNOULT EN YVELINES;78;1, allée de Londres;;VILLEBON SUR YVETTE;91969;COURTABOEUF CEDEX;A;NS - NON SEVESO;En fonctionnement;41517867200119;570881;2397394
