Identifiant	Nom	N° Siret	Département	CP	Commune	N° Gidic	X-Lambert-93	Y-Lambert-93	Année début	Année fin	Activité	Raison sociale	Date fin arrêté	Substance	Année1	Année2	Explosifs
70847	La Pierre qui Corne		21	21438	MONTMOYEN	054.02259	832343.75	6737495.11	1994	2009	Non	SCIERIES INDUSTRIELLES DE BOURGOGNE	18 02 2009	Roche calcaire	1994	2009	
70848	Vau Fosse		21	21275	FONCEGRIVE	054.00125	862727.76	6725065.67	1992	2027	Oui	SARL CARRIERE MORLOT MORLOT FRERES	28 12 2028	Roche calcaire	1992	2027	
70849	Combe de Chaillot		21	21273	FLEUREY-SUR-OUCHE	054.00124	842242.98	6691565.25	1994	2019	Oui	HOLCIM GRANULATS SABLES ET GRAVIERS	14 01 2019	Roche calcaire	1994	2019	
70851	Les Perrières Jacques des Biques		21	21245	EPAGNY	054.01900	855828.92	6706100.28	2001	2031	Oui	SOCALCOR	11 07 2031	Roche calcaire	2001	2031	
70861	Bas de la Devesa de Camaratx		66	66154	PUYVALADOR	066.01477	627946.50	6173555.80	1980	2019	Oui	CABECAP ARENY FRERES	17 03 2019	Schiste	1980	2019	
70865	Laveau		71	71152	CRESSY-SUR-SOMME	054.00482	764882.22	6621316.25	1974	2021	Oui	CARRIERES DE CRESSY PUZENAT-GROSJEAN	29 03 2021	Roche plutonique	1974	2021	
70866	Mont Bouchet		71	71157	CUISEAUX	054.01150	883797.91	6602695.15	1973	2010	Non	CARRIERES LARUE	17 07 2010	Roche calcaire	1973	2010	
70867	Bois des Thoreys		71	71192	ETANG-SUR-ARROUX	054.00486	791328.44	6642927.24	1978	2014	Oui	IMERYS CERAMICS FRANCE DENAIN ANZIN FELDSPATHS DU MORVAN SABLES INDUSTRIELS ET MINERAUX	23 06 2014	Feldspath	1978	2014	
70868	La Montagne		71	71195	FARGES-LES-MACON	104.00012	845245.71	6603782.48	1972	2010	Oui	GUINET DERRIAZ CARRIÈRES GUINET DERRIAZ DERRIAZ	27 11 2022	Marbre	1972	2022	
70873	Pièce Guérard		21	21675	VIANGES	054.00318	799496.52	6675123.92	2006	2036	Oui	ROSA ET FILS	13 07 2036	Granite, granodiorite, etc	2006	2036	
70875	Les Coudres sèches		21	21557	SAINT-MARC-SUR-SEINE	054.00270	818605.42	6734336.57	1994	2030	Oui	CARRIERES D'ETROCHEY	14 11 2030	Roche calcaire	1994	2030	
70876	Les Pigeons		71	71564	VENDENESSE-LES-CHAROLLES	054.00629	806641.46	6595487.53	1989	2012	Oui	SIVIGNON MARC	20 03 2029	Granite, granodiorite, etc	1989	2029	
70878	Pré Fromage		21	21485	PLOMBIERES-LES-DIJON	054.00227	847717.93	6694529.04	2003	2018	Oui	SAFAC	26 02 2018	Roche calcaire	2003	2018	
70879	La Montagne		71	71448	SAINT-MARTIN-BELLE-ROCHE	054.00595	841836.64	6589146.46	1973	2020	Oui	TARMAC	28 12 2020	Roche calcaire	1973	2020	
70883	Les Varennes		71	71236	IGE	054.00508	831847.98	6591598.07	1973	2013	Oui	TARMAC PILIERE	25 05 2013	Roche volcanique	1973	2013	
70885	La montagne		71	71448	SAINT-MARTIN-BELLE-ROCHE		841770.58	6588256.25	1974	2009	Oui	MASSON	04 07 2009	Roche calcaire	1974	2009	
70886	Haie des Maisons		21	21455	NOD-SUR-SEINE	054.01536	815994.05	6742183.80	1998	2027	Oui	SOCARNOD GAUTHIER	24 10 2027	Roche calcaire	1998	2027	
70901	Les Bandes		21	21455	NOD-SUR-SEINE	054.00156	816790.97	6741735.63	1989	2009	Oui	SOGEPIERRE	13 11 2009	Roche calcaire	1989	2009	
70902	Les Hauts Poirets		21	21464	NUITS-SAINT-GEORGES	054.01777	846847.33	6671656.22	1974	2017	Oui	CARRIERES DE NUITS SAINT GEORGES	30 06 2017	Roche calcaire	1974	2017	
70903	Le Bois de la Grande Combe		21	21455	NOD-SUR-SEINE	054.00216	819661.12	6741631.09	1998	2013	Oui	SOCIETE NOUVELLE SOGEPIERRE SOGEPIERRE	15 06 2013	Roche calcaire	1998	2013	
70905	Rue de Vergy		21	21442	MOREY-SAINT-DENIS	054.00208	847715.79	6679990.81	2000	2015	Oui	NOIROT	03 02 2015	Roche calcaire	2000	2015	1 Internet EP
70906	En Champ Borne		21	21450	NANTOUX	054.00209	833715.10	6659227.84	1989	2038	Oui	CARRIERES DE NANTOUX	24 11 2038	Roche calcaire	1989	2038	
70908	Rays de Borde		21	21441	MONT-SAINT-JEAN	054.00207	809748.10	6685749.34	1999	2009	Oui	GIBOULOT BERNARD	22 06 2009	Roche calcaire	1999	2009	
70910	La Chaume		21	21527	LA ROCHEPOT	054.00254	826861.75	6649961.83	1991	2006	Non	CARRIERES BOURGOGNE SUD EUROVIA BOURGOGNE PRUDHON CHATILLON	22 11 2006	Roche calcaire	1991	2006	
70911	La Charme		21	21717	VOULAINES-LES-TEMPLIERS	054.00339	833115.72	6749154.20	2001	2016	Oui	S.N.E.L.	23 04 2016	Roche calcaire	2001	2016	
70912	Montagne Sachère		21	21707	VILLY-EN-AUXOIS	054.00335	823451.64	6705201.18	1989	2009	Oui	GRANULATS BOURGOGNE AUVERGNE BOUCHARD	30 11 2009	Roche calcaire	1989	2009	
70915	Larrey des Vignes		21	21501	POUILLY-EN-AUXOIS	054.00235	818684.31	6685758.43	1997	2021	Oui	JEANNIN	27 03 2021	Roche calcaire	1997	2021	
70916	Bois de Chomard		21	21508	PRENOIS	054.00241	842434.11	6697798.81	1992	2021	Oui	HOLCIM GRANULATS BONGARZONE ORSA GRANULATS FRANCHE COMTE	02 10 2007	Roche calcaire	1992	2021	1 Internet
70917	Combe de Fraisse		21	21510	PRUSLY-SUR-OURCE	054.00243	824689.45	6752720.61	1993	2038	Oui	COLAS Est	01 12 2038	Roche calcaire	1993	2038	
70918	Les Plachottes		21	21527	LA ROCHEPOT	054.00253	827264.14	6653183.48	1981	2020	Oui	CARRIERES BOURGOGNE SUD	23 05 2020	Roche calcaire	1981	2020	1 Internet
70919	La Chapelle		21	21536	SACQUENAY	054.00264	872790.18	6722827.24	1989	2019	Oui	BONGARZONE	16 09 2019	Roche calcaire	1989	2019	
70920	La Chapelle		21	21536	SACQUENAY	054.00265	872630.62	6722589.19	1996	2026	Oui	HENRY DIDIER	08 01 2026	Roche calcaire	1996	2026	
70921	Les Rôtures		21	21283	FRAIGNOT-ET-VESVROTTE	054.00127	846583.26	6728591.53	2002	2017	Oui	BONGARZONE	21 02 2017	Roche calcaire	2002	2017	
70941	Les Brosses		71	71512	SENNECEY-LE-GRAND	054.00616	841869.24	6615146.19	1973	2023	Oui	CARRIERES BOURGOGNE SUD CARRIERES VIGOT BERTHOUX ET FILS	28 11 2023	Roche calcaire	1973	2023	
70942	La Salle		71	71494	LA SALLE	054.00596	842994.63	6591805.13	1973	2008	Oui	MASSON	12 11 2008	Roche calcaire	1973	2008	
70943	Les Pierres Blanches		71	71363	LE PULEY	054.00566	820036.16	6621724.29	1996	2011	Oui	CARRIERES DU PULEY	24 10 2011	Roche calcaire	1996	2011	
70944	Les Camuzeaux		71	71282	MARMAGNE	054.00537	805223.56	6637112.09	1974	2010	Oui	GRANULATS BOURGOGNE AUVERGNE SASAG BOURGOGNE CARRIERES ET SABLIERES DE RHIN ET MOSELLE CARRIERES DE MARMAGNE	02 08 2010	Granite, granodiorite, etc	1974	2018	
70946	Bois des Sablières		71	71267	LUGNY	054.00529	839365.51	6597338.04	1990	2020	Oui	GROSNE TERRASSEMENT LUGNY	08 03 2020	Granite, granodiorite, etc	1990	2020	
70948	La Montagne de La Salle		71	71494	LA SALLE	054.00610	842424.31	6591643.52	2002	2021	Oui	TARMAC	01 06 2021	Roche calcaire	2002	2039	
70949	Les Moquets		71	71095	LA CHAPELLE-SOUS-DUN	054.01219	799686.18	6575216.89	1974	2028	Oui	THIVENT	14 11 2028	Roche plutonique	1974	2028	
70950	La chaume		71	71070	BUXY	054.00466	827863.56	6625794.61	1974	2010	Oui	ROCAMAT	22 12 2010	Roche calcaire	1974	2030	
70951	Les Bécasses		71	71302	MONTAGNY-LES-BUXY	054.00465	827645.98	6625238.69	1993	2010	Oui	LES PIERRES BOURGUIGNONNES GAUTHIER MATERIAUX NATURELS TERRADE	01 01 2010	Marbre	1993	2010	
70952	Les Bruyères Fougeant		71	71075	CHALMOUX	054.01772	763493.86	6612350.65	1991	2021	Oui	BOUHET GEORGES DUMON JEAN	03 12 2021	Schiste	1991	2021	
70953	Bourcier		71	71137	CLUNY	054.00478	830925.14	6594354.97	1978	2016	Oui	TARMAC CHABANON H. SNCC DONZY-LE-PERTUIS	19 07 2011	Granite	1978	2011	
70954	Fifataud		71	71448	SAINT-MARTIN-BELLE-ROCHE	054.00607	841702.95	6588748.77	1988	2034	Oui	MASSON	03 03 2034	Marbre	1988	2034	
70956	Les Fouillouses		71	71428	SAINT-IGNY-DE-ROCHE	246.00002	800962.49	6564723.57	1992	2023	Oui	THIVENT	18 07 2023	Granite, granodiorite, etc	1992	2023	
70957	Les Charmes		71	71397	SAINTE-CECILE	054.00585	823910.37	6587766.25	1974	2039	Oui	TARMAC PILIERE	30 05 2014	Roche volcanique	1974	2039	
70958	Les Boichots		21	21308	GRIGNON	054.01405	805150.67	6719498.69	1996	2013	Oui	ROSA TP ROSA ET FILS	12 11 2013	Roche calcaire	1996	2013	
70961	Sur Saint Pancras		71	71383	SAINT-ALBAIN	054.00578	842702.15	6592427.21	1974	2021	Oui	MASSON	05 01 2021	Roche calcaire	1974	2021	
70966	Les Chaumes		71	71302	MONTAGNY-LES-BUXY	054.00543	827908.97	6624928.89	1974	2009	Oui	TARMAC SAVRAD CARRIERES DE MONTAGNY-LES-BUXY	29 05 2009	Roche calcaire	1974	2010	
70967	Bois de Gaurin		71	71292	MELLECEY	060.00217	832306.05	6634331.39	1983	2020	Oui	TARMAC PILIERE REVILLON MAUGUIN SYLVIANE CARRIERES ET SABLIERES TERRADE	15 04 2020	Roche calcaire	1983	2020	
70968	Larré de Bourgogne		21	21368	MAGNY-LES-VILLERS	054.00165	842617.98	6666974.29	1997	2009	Oui	CARRIERES BOURGOGNE SUD VIGOT	18 11 2009	Roche calcaire	1997	2009	
70969	Rochies et Chemin de Villaine		21	21364	MAGNY-LAMBERT	054.00157	817878.19	6733846.66	1991	2017	Oui	SAS SOCIETE NOUVELLE SOGEPIERRE SOGEPIERRE	24 10 2017	Roche calcaire	1991	2017	
70970	Les Varennes		21	21101	BRAUX	054.00182	805592.28	6699704.78	1988	2030	Oui	GRANULATS BOURGOGNE AUVERGNE BOUCHARD	28 02 2030	Granite, granodiorite, etc	1988	2030	1 Internet AP
70972	Les Rucherons		21	21391	MARSANNAY-LE-BOIS	054.00191	856526.50	6705739.09	1984	2015	Oui	SOCOVAL SOCALCOR BONGARZONE	23 05 2015	Roche calcaire	1984	2015	
70973	Bois de Bourras		58	58267	SAINT-SAULGE	054.00430	738069.30	6665417.62	1973	2013	Oui	TRACYL LEFEBVRE JEAN CARRIERES TAILLARDAT ET FILS	23 03 2013	Roche plutonique	1973	2013	
70975	Bois de Chaume		58	58277	SERMAGES	054.00433	762176.83	6655748.28	1974	2029	Oui	BEZILLE	09 03 2029	Roche plutonique	1974	2029	
70978	Bois de Rouy		58	58223	ROUY	054.00408	739965.96	6661530.94	1991	2013	Oui	BEZILLE CARRIERES ET SABLIERES DU NIVERNAIS	13 01 2013	Granite, granodiorite, etc	1991	2013	
70979	Picampoix		58	58272	SARDY-LES-EPIRY	054.00431	751101.48	6679179.24	2002	2017	Oui	CARRIERES ET MATERIAUX	19 02 2017	Roche volcanique	2002	2017	
70981	Champ aux Chats		21	21053	BEAUMONT-SUR-VINGEANNE	054.00025	877547.63	6709041.93	1993	2014	Oui	BREDILLET	17 03 2014	Roche calcaire	1993	2014	
70984	Le Moulin neuf		58	58114	FLETY	054.00376	769545.46	6634710.66	1994	2024	Oui	GRANULATS BOURGOGNE AUVERGNE REDLAND GRANULATS GARON	19 01 2024	Andésite	1994	2024	
70986	Bois de Montauté		58	58110	EPIRY	054.00375	757507.15	6673748.67	1974	2012	Oui	GRANULATS BOURGOGNE AUVERGNE SASAG BOURGOGNE PORPHYRES DE MONTAUTE	10 11 2012	Rhyolite	1974	2012	
70990	La Pièce du Pont		21	21023	ARNAY-LE-DUC	054.00196	810809.09	6672891.86	1985	2025	Oui	REDLAND GRANULATS EST	03 10 2025	Granite, granodiorite, etc	1985	2025	
70992	Le Rocherot		21	21102	BRAZEY-EN-MORVAN	054.02299	794740.28	6675820.76	1992	2027	Oui	SARL SNTPAM ROGER MARTIN ROCHE BRUNO	26 04 2027	Granite, granodiorite, etc	1992	2027	
70994	Les Glénons		58	58151	LA MACHINE	054.00385	736153.00	6642384.45	1991	2009	Oui	SARL SIMONNET SCREG GODEFROOD SURSCHISTE VENESQUE	11 04 2011	Schiste	1991	2011	
70995	Les Egouteaux		21	21162	CHAUX	054.02152	844244.09	6669834.98	2004	2034	Oui	INDREXT	17 03 2034	Roche calcaire	2004	2034	
70997	Bois de Laresses		21	21162	CHAUX	054.00091	844901.67	6673024.62	1976	2011	Oui	CARRIERES BOURGOGNE SUD BONGARZONE	17 05 2011	Marbre	1976	2011	1 Internet EP
70998	Garenne de Verger		58	58281	SUILLY-LA-TOUR	054.00440	707081.78	6693923.75	1974	2038	Oui	SAUVANET ET CARRIERES DE LA NIEVRE	27 02 2038	Roche calcaire	1974	2037	
71000	Bois Pertuis		58	58215	POUILLY-SUR-LOIRE	054.00406	702727.82	6685016.18	1974	2004	Non	SAUVANET ET CARRIERES DE LA NIEVRE	13 05 2004	Roche calcaire	1974	2004	
71001	Les Rocs		58	58077	CIEZ	054.00359	715908.56	6705697.18	1981	2029	Oui	DEROMEDI	22 12 2029	Roche calcaire	1981	2029	
71002	La Garenne		58	58077	CIEZ	054.00360	715354.79	6705875.46	1974	2014	Oui	CARRIERES DE JUSSY MARTIN CHARLY	28 06 2014	Roche calcaire	1974	2014	
71003	Les Carriaux		21	21545	SAINTE-COLOMBE-SUR-SEINE	054.00267	813919.27	6754742.40	1983	2037	Oui	CARRIERES D'ETROCHEY PARISOT ANDREE	26 04 2037	Roche calcaire	1983	2037	
71004	Les Noirats		58	58102	DONZY	054.00369	707191.18	6696487.70	1974	2024	Oui	CARRIERE DE LA GROSSE BORNE ALGRET PAUL	22 04 2024	Roche calcaire	1974	2014	
71006	Bois des Huets		58	58109	ENTRAINS-SUR-NOHAIN	054.01517	716567.54	6705791.84	1999	2029	Oui	MEAC	03 12 2029	Roche calcaire	1999	2029	
71007	Haut de Landreux		58	58174	MONTENOISON	054.00398	731258.26	6680930.08	1989	2016	Oui	MERLOT	09 11 2016	Roche calcaire	1989	2016	
71008	Carrières de Verger		58	58281	SUILLY-LA-TOUR	054.00439	706919.37	6694128.62	1974	2014	Oui	CENTRE LOIRE GRANULATS LA PIERRE DE SOUPPES GAUDRY PIERRE	07 07 2014	Roche calcaire	1974	2014	
71009	Les Toppes		21	21688	VILLARS-FONTAINE	054.00327	844906.36	6673538.28	1995	2005	Non	BONGARZONE	17 10 2005	Roche calcaire	1995	2005	
71010	Les Queudres		58	58260	SAINT-PARIZE-LE-CHATEL	054.00428	710642.48	6638071.72	1975	2023	Oui	SATMA SIG SEREC SIGNORET ANDRE	20 07 2023	Roche calcaire	1975	2023	
71013	Le Ravin		21	21422	MOLPHEY	054.00198	792161.68	6693612.41	1993	2005	Non	VOIZENET JACKY	17 11 2005	Granite, granodiorite, etc	1993	2005	
71014	Les Chenières		21	21391	MARSANNAY-LE-BOIS	054.00190	859172.10	6706627.41	1992	2004	Non	LORIN TP	17 05 2004	Roche calcaire	1992	2004	
71016	Pont Aubert		58	58260	SAINT-PARIZE-LE-CHATEL	054.00429	710280.74	6637393.27	1989	2019	Oui	VICAT	08 12 2019	Roche calcaire	1989	2019	
71018	La Sablonnière		21	21201	COULMIER-LE-SEC	054.02289	809406.58	6740422.26	1987	1997	Non	DEGRAVE GILBERT	18 05 1997	Roche calcaire	1987	1997	
71019	Les Mouilles		21	21525	LA ROCHE-EN-BRENIL	054.00248	787553.63	6698830.26	1995	2006	Non	GRANULATS BOURGOGNE AUVERGNE REDLAND GRANULATS EST	16 03 2006	Granite, granodiorite, etc	1995	2006	
71023	Fond Judas		58	58055	CHAMPVERT	054.00350	737181.88	6641557.16	1985	2000	Non	SURSCHISTE	12 07 2000	Schiste	1985	2000	
71024	Bois du Labot		58	58163	MENOU	054.00391	722402.45	6697443.04	1974	1998	Non	GUILTAT ET CIE	22 01 1998	Roche calcaire	1974	1998	
71027	Le Val d'Ambla		13	13117	VITROLLES	064.00039	882106.02	6265659.16	1984	2016	Oui	CARRIERES VILA SOCIETE D'EXPLOITATION DES CARRIERES DE VITROLLES	27 12 2015	Roche calcaire	1984	2016	
71028	La Garenne Chaumont		89	89221	LEUGNY	061.00616	729417.87	6730707.52	1984	2004	Non	GOURLAIN ANDRE	26 11 2004	Roche calcaire	1984	2004	
71029	Saint-Jean		13	13103	SALON-DE-PROVENCE	064.01319	871794.10	6282364.90	1974	2013	Oui	GSM CARRIERES OLIVIER	31 03 2028	Roche calcaire	1974	2028	
71037	Les Riaux		13	13055	MARSEILLE	064.01333	886810.05	6255659.78	1987	2008	Oui	LAFARGE GRANULATS SUD LAFARGE GRANULATS PROVENCE SOCIETE DES CIMENTS LAFARGE	07 05 2032	Roche calcaire	1987	2032	
71044	Fabrigoules Est		13	13106	SEPTEMES-LES-VALLONS	064.00643	893753.44	6259870.37	1981	2032	Oui	LAFARGE CIMENTS	28 03 2032	Roche calcaire	1981	2032	
71045	Derrière les Murs		89	89084	CHARENTENAY	054.00716	741109.78	6728165.41	1974	2005	Non	ROCAMAT ANCIENS ETABLISSEMENTS FEVRE DERVILLE FEVRE	30 08 2005	Roche calcaire	1974	2005	
71046	Jas de Rhodes		13	13071	LES PENNES-MIRABEAU	064.01615	887063.91	6257972.59	1975	2022	Oui	SAMIN DOLMIJAS	26 06 2022	Dolomie	1975	2022	
71052	Vallon de Toulouse		13	13055	MARSEILLE	064.01298	894005.49	6253762.76	1999	2032	Oui	PERASSO JOSEPH ET FILS	11 02 2032	Roche calcaire	1999	2032	1 Internet
71055	La Plus Haute Sine 1		06	06157	VENCE	064.02041	1029179.76	6298630.05	1977	2013	Oui	CHIAPELLO	15 10 2013	Roche calcaire	1977	2013	1 discri
71058	Baoulong		06	06114	SAINT-ANDRE	064.02692	1044850.38	6304193.44	1983	1988	Non	CARRIERES DE SAINT-ANDRE	22 04 1988	Roche calcaire	1983	1988	1 discri
71059	Les Taillades		13	13050	LAMBESC	064.01313	879372.67	6291496.32	1978	2014	Oui	MIDI CONCASSAGE COLAS ATELIER MECANIQUE DE VERNEGUES	06 10 2014	Roche calcaire	1978	2014	
71060	La Verna		06	06091	PEILLE	064.01191	1052638.91	6311246.69	1981	2029	Oui	VICAT	19 05 2029	Roche calcaire	1981	2029	1 discri
71061	Blausasc		06	06019	BLAUSASC	064.01192	1051759.81	6309072.46	1981	2027	Oui	VICAT	01 08 2027	Marne	1981	2027	1 Internet
71065	Quartier de la Lauzière		06	06102	RIMPLAS	064.02079	1030865.62	6336170.17	1977	2014	Oui	VALTINEE ORGEAS	14 04 2014	Roche calcaire	1977	2014	
71066	Combe Nicette		06	06105	ROQUEFORT-LES-PINS	064.04640	1027922.91	6294031.16	1976		Oui	MERLE	21 09 2015	Autres substances - indéterminées	1976	2015	1 discri
71068	Le Coussou		13	13037	LA FARE-LES-OLIVIERS	064.01312	879435.46	6276394.35	1950	2015	Oui	GRANULATS SUD SOCIETE DES CARRIERES DE VAUTUBIERE	31 07 2015	Roche calcaire	1975	2015	1 Internet
71069	Quartier des Bréguières		06	06085	MOUGINS	064.02250	1025467.88	6285484.07	1977	2005	Oui	CARRIERES DE MOUGINS CRECCHI QUIRINO	29 07 2005	Roche calcaire	1977	2021	1 discri
71070	La Malespine		13	13041	GARDANNE	064.01311	902323.77	6264752.16	1975	2010	Oui	DURANCE GRANULATS SOCIETE GARDANNAISE DE CONCASSAGE	28 01 2033	Roche calcaire	1975	2023	
71071	Les Peirous		06	06085	MOUGINS	064.02251	1020108.16	6285975.76	1975		Oui	CARRIERES GALLIANO ET ALLEGRE	29 07 2005	Autres substances - indéterminées	1975	2005	1 discri
71072	Le Vescorn		06	06082	MASSOINS	064.01180	1033614.73	6322704.67	1997	2022	Oui	BERMONT ET FILS	19 12 2022	Roche calcaire	1997	2012	1 discri
71073	Leusiera		06	06078	MALAUSSENE	064.01197	1034974.44	6321535.98	1988	2013	Oui	CIPPOLINI GILBERT	13 06 2013	Roche calcaire	1988	2013	1 discri
71074	Braousche		06	06150	LA TURBIE	064.01199	1053435.98	6304453.27	1981	2014	Oui	VINCI CONSTRUCTION TERRASSEMENT DESCHIRON SPADA	24 05 2024	Roche calcaire	1981	2014	1 discri
71075	Puncia		06	06150	LA TURBIE	064.01566	1053469.77	6304782.49	1970	2024	Oui	SOMAT ORTELLI	24 05 2024	Roche calcaire	1970	2024	1 ICPE
71076	Beaume		06	06054	DRAP	064.01194	1049144.36	6305414.23	1984	2023	Oui	LAFARGE CIMENTS	01 02 2023	Roche calcaire	1984	2023	1 discri
71077	Le Cloteirol		06	06161	VILLENEUVE-LOUBET	064.01181	1029175.19	6292618.87	1981	2013	Oui	EXPLOITATION DES CARRIERES SPADA	05 03 2013	Roche calcaire	1981	2013	1 discri
71079	Chemin de La Sine		06	06157	VENCE	064.01877	1029312.01	6298704.44	1987	2013	Oui	BG PIERRES LISARELLI	25 09 2013	Roche calcaire	1987	2013	1 discri
71080	Roumagoua		13	13028	LA CIOTAT	064.01368	911823.92	6238356.85	2003		Oui	BEVALI STEPHANE	29 12 2014	Autres substances - indéterminées	2003	2014	
71081	Vence		06	06157	VENCE	064.02043	1029545.11	6299111.24	1997	2012	Oui	ODDOART	18 03 2012	Autres substances - indéterminées	1997	2012	1 discri
71082	La Sarrée		06	06010	LE BAR-SUR-LOUP	064.01174	1019000.21	6296429.44	1972	2018	Oui	EXPLOITATION DES CARRIERES SOMAT	31 05 2018	Roche calcaire	1972	2018	1 Internet
71083	Roumagoua		13	13028	LA CIOTAT	064.01369	911270.83	6237897.58	1978	2014	Oui	CIDALE JEAN-MARC	24 12 2014	Roche calcaire	1978	2014	
71084	Euseria		06	06144	LA TOUR	064.01185	1036317.96	6323350.73	1987	2017	Oui	SAG BISCROMA ORESTE	18 08 2017	Roche calcaire	1987	2017	1 Internet
71085	Les Perrières		13	13067	ORGON	064.01380	863070.85	6300318.34	1983	2013	Oui	OMYA SAS	19 04 2013	Roche calcaire	1983	2013	
71086	Vallon des Anglais		13	13022	CASSIS		907500.11	6241199.98	1998	2023	Oui	LAFARGE GRANULATS SUD LAFARGE GRANULATS PROVENCE	09 01 2023	Roche calcaire	1998	2021	
71087	Boutier		13	13026	CHATEAUNEUF-LES-MARTIGUES	064.01325	870829.04	6256375.40	1979	2036	Oui	CARRIERES GONTERO	15 01 2006	Roche calcaire	1979	2036	1 Internet (depuis 1925)
71088	Vauquaresse		13	13026	CHATEAUNEUF-LES-MARTIGUES		876729.46	6254058.09	1977	2027	Oui	LES CHAUX DE LA TOUR	18 09 2027	Roche calcaire	1977	2027	
71089	Le Bestouan		13	13022	CASSIS	064.01370	905431.04	6238317.42	1999	2009	Oui	LES CARRIERES DU BESTOUAN	08 03 2009	Roche calcaire	1999	2009	
71090	Le Grand Défens		13	13017	BOULBON	064.01322	836568.20	6310361.58	1990	2020	Oui	CARRIERE DE BOULBON REDLAND GRANULATS SUD ENTREPRISE CALLET	06 09 2020	Roche calcaire	1990	2020	1 Internet
71091	Les Hauts du Pigautier		13	13007	AURIOL	064.01334	912724.38	6255931.53	1979	2023	Oui	CEMEX GRANULATS RHONE MEDITERRANEE SOCIETE DES SABLIERES ET ENTREPRISE MORILLON CORVOL ECLOM	28 04 2023	Roche calcaire	1979	2023	
71092	La Bastide Blanche		13	13026	CHATEAUNEUF-LES-MARTIGUES	064.00884	874501.59	6255179.58	1973	2023	Oui	JEAN LEFEBVRE MEDITERRANEE	22 01 2023	Roche calcaire	1973	2023	
71093	Vallon de l'Escargot		13	13005	AUBAGNE	064.01297	910495.02	6244697.70	1979	2039	Oui	SOCIETE DES CARRIERES ET BETON BRONZO ET SES FILS	08 10 2039	Roche calcaire	1979	2009	
71094	Lou Barrai		06	06091	PEILLE		1055057.45	6304967.22	1976	1996	Non	LEFEBVRE JEAN CORSI PIERRE	08 10 1996	Autres substances - indéterminées	1976	1996	1 discri
71095	Leï Rouompido de Bonneval		13	13024	CHARLEVAL	064.01309	879962.41	6293001.29	1980	2016	Oui	CARRIERE DE ROUMPIDOU COMBE ET CIE	04 01 2016	Roche calcaire	1980	2016	
71097	Vallon de Fauconnière		13	13026	CHATEAUNEUF-LES-MARTIGUES	064.01572	872515.90	6256246.63	1973	2003	Non	CHAUX DE PROVENCE - SACAM SOCIETE AUXILIAIRE DES CARRIERES MALFATTO	18 05 2003	Roche calcaire	1973	2003	
71098	Mont Revel		06	06114	SAINT-ANDRE	064.01183	1044590.90	6304247.58	1987	2017	Non	SPADA	01 01 2007	Roche calcaire	1987	2017	1 discri
71100	Giram Supérieur		06	06150	LA TURBIE		1055243.28	6305043.06	1976	1979	Non	CARRIERE DE LA TURBIE	10 04 1979	Roche calcaire	1976	1979	1 discri
71101	Colle del Arma		06	06023	BREIL-SUR-ROYA		1063251.69	6321303.77	1977	1997	Non	BALAGAYRIE A.	21 08 1997	Autres substances - indéterminées	1977	1996	
71102	Madrazès	64678016300028	24	24520	SARLAT-LA-CANEDA	052.03343	560887.69	6420838.04	1973	2022	Oui	VAUX TP CARRIERE VAUX ET CIE	20 10 2022	Calcaire gréseux	1973	2022	
71104	Le Boulet	64727100600015	24	24050	BORREZE	052.02897	570387.08	6431631.60	1991	2012	Oui	VEYRET REGIS	21 07 2012	Roche calcaire	1991	2012	
71105	Les Ygues	32149240700036	24	24063	BOUZIC	052.02914	558847.68	6402975.50	1991	2008	Non	DOS SANTOS PEREIRA REIS ET VILEILA DE MAGALHAES JOSÉ DOMINGUES DANIEL	24 06 2008	Roche calcaire	1991	2008	
71107	Forêt de Beausoleil	304709991008	24	24519	SARLANDE	052.03342	552753.16	6486368.79	1996	2011	Oui	TALLET ET FILS	27 11 2011	Schiste	1996	2011	
71109	Les Places	40492212200019	24	24417	SAINT-GERMAIN-DES-PRES	052.03242	544232.09	6472333.59	1997	2012	Oui	DANJOU HENRI	24 09 2012	Roche calcaire	1997	2012	
71111	Les Brandes		24	24147	CUBJAC	052.02985	536653.87	6459531.66	1983	2013	Oui	SOCIETE DEPARTEMENTALE DES CARRIERES	23 11 2013	Roche calcaire	1983	2013	
71112	Bretonnier	69198036100014	24	24147	CUBJAC	052.02984	536809.52	6460414.78	1981	2029	Oui	SOCIETE DEPARTEMENTALE DES CARRIERES	02 05 2029	Roche calcaire	1981	2029	
71113	Charelle, Bois de Charelle, Terre de Lavaud		24	24001	ABJAT-SUR-BANDIAT	052.02852	524390.08	6501853.41	1994	2032	Oui	SOCIETE D'EXPLOITATION DES GRAVILLONS ROSES D'ABJAT	29 07 2032	Granite, granodiorite, etc	1994	2032	
71115	Champ de Courty	31465080200019	24	24476	SAINT-PANTALY-D'EXCIDEUIL	052.04801	544686.82	6469238.69	1999	2013	Oui	DELAGE SERGE	10 02 2013	Roche calcaire	1999	2013	
71116	Pierre Danse	38957197700013	24	24241	LIMEYRAT	052.04821	542585.81	6455367.80	1994	2013	Oui	SACER ATLANTIQUE	05 05 2013	Roche calcaire	1994	2013	
